id,user_id,order_date,status
987,199,2026-07-19,completed
988,44,2026-07-05,completed
989,462,2026-05-24,placed
990,464,2026-03-04,completed
991,293,2026-05-14,completed
992,87,2026-06-25,completed
993,195,2026-02-13,returned
994,72,2026-03-10,completed
995,155,2026-03-10,completed
996,253,2026-02-07,completed
997,33,2026-02-12,completed
998,223,2026-03-12,shipped
999,216,2026-03-18,completed
1000,248,2026-07-20,shipped
1001,40,2026-04-03,completed
1002,129,2026-08-30,completed
1003,127,2026-07-04,shipped
1004,321,2026-05-07,completed
1005,305,2026-06-07,returned
1006,101,2026-04-28,completed
1007,55,2026-02-04,completed
1008,156,2026-01-02,completed
1009,486,2026-04-12,returned
1010,171,2026-08-04,completed
1011,318,2026-04-08,completed
1012,412,2026-08-09,shipped
1013,169,2026-04-23,completed
1014,172,2026-04-21,completed
1015,418,2026-07-30,completed
1016,441,2026-06-16,return_pending
1017,499,2026-06-02,returned
1018,70,2026-03-18,shipped
1019,165,2026-06-04,completed
1020,486,2026-06-27,completed
1021,103,2026-05-03,completed
1022,161,2026-02-15,returned
1023,494,2026-04-12,completed
1024,496,2026-03-23,completed
1025,150,2026-07-08,completed
1026,356,2026-06-12,completed
1027,252,2026-05-28,completed
1028,401,2026-03-04,shipped
1029,167,2026-04-07,returned
1030,144,2026-07-29,placed
1031,403,2026-04-11,completed
1032,187,2026-01-30,completed
1033,478,2026-05-25,completed
1034,103,2026-06-01,completed
1035,280,2026-02-16,completed
1036,350,2026-07-16,returned
1037,282,2026-01-07,completed
1038,488,2026-07-06,completed
1039,237,2026-08-30,completed
1040,363,2026-02-23,completed
1041,225,2026-07-24,completed
1042,150,2026-08-01,completed
1043,355,2026-01-18,completed
1044,420,2026-08-06,completed
1045,408,2026-07-23,completed
1046,210,2026-06-22,completed
1047,256,2026-02-05,completed
1048,325,2026-03-19,completed
1049,124,2026-03-06,completed
1050,338,2026-02-09,completed
1051,367,2026-04-19,return_pending
1052,405,2026-04-07,returned
1053,38,2026-04-25,completed
1054,307,2026-05-03,completed
1055,299,2026-04-13,completed
1056,274,2026-05-10,shipped
1057,473,2026-08-24,shipped
1058,446,2026-06-27,completed
1059,215,2026-05-20,completed
1060,19,2026-07-22,completed
1061,496,2026-04-03,shipped
1062,360,2026-08-18,completed
1063,416,2026-05-18,shipped
1064,305,2026-06-13,completed
1065,469,2026-01-22,completed
1066,56,2026-07-16,completed
1067,128,2026-06-18,completed
1068,341,2026-04-01,completed
1069,86,2026-06-15,completed
1070,314,2026-01-12,completed
1071,289,2026-06-15,completed
1072,347,2026-06-15,completed
1073,205,2026-07-12,completed
1074,170,2026-07-23,completed
1075,221,2026-01-28,placed
1076,6,2026-01-26,completed
1077,133,2026-02-26,returned
1078,262,2026-07-11,completed
1079,266,2026-05-23,completed
1080,298,2026-06-26,completed
1081,295,2026-02-26,completed
1082,229,2026-04-06,shipped
1083,201,2026-04-29,completed
1084,396,2026-06-23,completed
1085,302,2026-06-26,returned
1086,257,2026-02-08,completed
1087,177,2026-01-07,completed
1088,248,2026-01-27,completed
1089,152,2026-04-17,completed
1090,472,2026-01-22,completed
1091,60,2026-08-01,completed
1092,482,2026-07-06,completed
1093,73,2026-03-31,returned
1094,160,2026-03-29,completed
1095,234,2026-07-20,shipped
1096,106,2026-05-14,completed
1097,248,2026-03-31,completed
1098,244,2026-01-25,returned
1099,225,2026-07-04,completed
1100,357,2026-04-26,shipped
1101,164,2026-01-18,shipped
1102,154,2026-01-12,placed
1103,415,2026-07-01,completed
1104,59,2026-01-06,placed
1105,435,2026-03-29,completed
1106,332,2026-01-28,completed
1107,347,2026-07-24,completed
1108,85,2026-08-27,completed
1109,380,2026-03-04,completed
1110,265,2026-02-14,completed
1111,283,2026-02-10,returned
1112,170,2026-05-24,return_pending
1113,219,2026-04-29,completed
1114,119,2026-07-24,returned
1115,208,2026-06-11,completed
1116,95,2026-02-17,returned
1117,328,2026-06-18,completed
1118,222,2026-04-12,completed
1119,15,2026-07-08,completed
1120,315,2026-08-15,completed
1121,102,2026-04-26,completed
1122,304,2026-04-20,completed
1123,200,2026-01-02,completed
1124,361,2026-02-24,completed
1125,106,2026-03-13,completed
1126,386,2026-06-30,completed
1127,415,2026-07-23,returned
1128,33,2026-05-28,returned
1129,53,2026-07-24,completed
1130,447,2026-05-18,completed
1131,96,2026-04-04,completed
1132,167,2026-02-20,completed
1133,235,2026-01-30,completed
1134,135,2026-06-21,completed
1135,442,2026-05-06,completed
1136,271,2026-06-13,completed
1137,161,2026-06-02,completed
1138,199,2026-06-06,return_pending
1139,201,2026-05-31,returned
1140,59,2026-03-31,completed
1141,181,2026-08-05,completed
1142,235,2026-06-08,completed
1143,89,2026-07-28,completed
1144,345,2026-06-30,completed
1145,410,2026-03-18,shipped
1146,471,2026-06-07,completed
1147,303,2026-01-22,placed
1148,345,2026-02-04,completed
1149,161,2026-01-31,completed
1150,123,2026-03-20,completed
1151,60,2026-02-16,completed
1152,192,2026-06-27,completed
1153,73,2026-05-11,placed
1154,199,2026-04-18,returned
1155,306,2026-02-05,returned
1156,295,2026-04-09,return_pending
1157,217,2026-02-17,completed
1158,250,2026-06-12,completed
1159,276,2026-06-27,returned
1160,471,2026-06-15,completed
1161,477,2026-02-14,completed
1162,285,2026-02-12,completed
1163,251,2026-03-15,returned
1164,72,2026-02-17,completed
1165,162,2026-08-04,completed
1166,231,2026-06-08,completed
1167,28,2026-08-10,completed
1168,184,2026-01-03,completed
1169,249,2026-02-04,completed
1170,100,2026-07-28,completed
1171,197,2026-05-24,completed
1172,259,2026-06-17,completed
1173,254,2026-04-15,completed
1174,351,2026-05-06,completed
1175,213,2026-07-01,completed
1176,431,2026-04-24,returned
1177,251,2026-02-12,completed
1178,43,2026-05-25,completed
1179,16,2026-07-23,completed
1180,390,2026-02-26,returned
1181,150,2026-01-09,completed
1182,141,2026-02-27,completed
1183,276,2026-03-15,shipped
1184,87,2026-07-19,completed
1185,235,2026-05-25,shipped
1186,381,2026-07-17,completed
1187,393,2026-05-07,completed
1188,282,2026-05-11,completed
1189,58,2026-05-27,completed
1190,59,2026-03-10,returned
1191,397,2026-05-20,completed
1192,422,2026-04-04,shipped
1193,278,2026-07-30,returned
1194,388,2026-01-11,completed
1195,390,2026-07-04,completed
1196,226,2026-05-20,completed
1197,112,2026-04-19,returned
1198,53,2026-07-08,returned
1199,425,2026-06-17,completed
1200,385,2026-03-05,completed
1201,153,2026-08-12,returned
1202,17,2026-04-26,completed
1203,135,2026-03-31,completed
1204,442,2026-07-29,completed
1205,45,2026-04-23,placed
1206,444,2026-01-31,placed
1207,398,2026-07-27,completed
1208,122,2026-02-23,completed
1209,416,2026-07-08,completed
1210,302,2026-06-26,placed
1211,180,2026-08-09,completed
1212,364,2026-06-06,returned
1213,324,2026-04-20,returned
1214,85,2026-06-07,returned
1215,72,2026-07-20,shipped
1216,106,2026-07-28,completed
1217,106,2026-07-26,completed
1218,31,2026-05-26,return_pending
1219,180,2026-05-17,completed
1220,144,2026-06-02,completed
1221,276,2026-02-13,placed
1222,166,2026-06-30,completed
1223,150,2026-03-16,returned
1224,294,2026-03-10,completed
1225,488,2026-08-08,completed
1226,264,2026-08-19,shipped
1227,348,2026-07-28,completed
1228,49,2026-02-04,return_pending
1229,493,2026-07-12,completed
1230,403,2026-04-16,completed
1231,471,2026-01-16,completed
1232,142,2026-08-10,completed
1233,336,2026-02-02,completed
1234,360,2026-08-10,completed
1235,68,2026-03-05,completed
1236,75,2026-07-02,returned
1237,165,2026-08-01,completed
1238,127,2026-07-14,completed
1239,432,2026-06-23,completed
1240,202,2026-05-06,completed
1241,73,2026-05-28,completed
1242,324,2026-03-10,completed
1243,322,2026-04-17,completed
1244,193,2026-04-26,completed
1245,39,2026-06-12,shipped
1246,407,2026-08-14,completed
1247,394,2026-01-24,completed
1248,207,2026-05-12,completed
1249,384,2026-03-13,completed
1250,356,2026-08-28,shipped
1251,450,2026-04-05,shipped
1252,233,2026-05-05,completed
1253,168,2026-05-29,completed
1254,2,2026-08-11,placed
1255,397,2026-08-05,completed
1256,376,2026-01-24,completed
1257,375,2026-04-28,shipped
1258,326,2026-06-20,returned
1259,358,2026-04-02,completed
1260,436,2026-01-17,shipped
1261,408,2026-05-17,completed
1262,204,2026-02-25,completed
1263,496,2026-04-20,completed
1264,423,2026-02-24,returned
1265,254,2026-03-10,completed
1266,166,2026-08-01,completed
1267,146,2026-03-28,completed
1268,281,2026-05-28,completed
1269,67,2026-05-25,returned
1270,437,2026-05-05,placed
1271,404,2026-03-29,completed
1272,458,2026-06-24,completed
1273,391,2026-01-13,completed
1274,24,2026-01-26,completed
1275,321,2026-07-20,completed
1276,429,2026-04-28,completed
1277,9,2026-02-01,completed
1278,476,2026-08-08,completed
1279,81,2026-04-23,completed
1280,234,2026-01-01,shipped
1281,491,2026-04-20,shipped
1282,104,2026-06-26,completed
1283,466,2026-02-03,completed
1284,452,2026-06-16,completed
1285,155,2026-02-10,completed
1286,448,2026-08-27,completed
1287,449,2026-03-12,completed
1288,48,2026-06-17,completed
1289,185,2026-03-06,completed
1290,43,2026-04-06,completed
1291,341,2026-08-20,returned
1292,333,2026-02-12,returned
1293,27,2026-04-12,completed
1294,321,2026-03-20,shipped
1295,372,2026-06-29,placed
1296,387,2026-03-01,completed
1297,220,2026-06-17,completed
1298,47,2026-06-30,completed
1299,49,2026-01-01,completed
1300,110,2026-05-03,completed
1301,40,2026-02-03,completed
1302,304,2026-02-27,completed
1303,266,2026-06-24,completed
1304,228,2026-01-03,completed
1305,5,2026-06-28,completed
1306,176,2026-07-29,returned
1307,62,2026-08-09,completed
1308,217,2026-06-27,completed
1309,68,2026-05-03,completed
1310,37,2026-02-28,completed
1311,197,2026-01-23,completed
1312,375,2026-07-26,completed
1313,53,2026-01-27,completed
1314,161,2026-04-05,completed
1315,452,2026-03-18,completed
1316,71,2026-04-08,completed
1317,397,2026-07-28,returned
1318,386,2026-08-12,completed
1319,69,2026-06-14,completed
1320,347,2026-02-06,completed
1321,36,2026-05-16,returned
1322,289,2026-01-03,completed
1323,313,2026-06-16,returned
1324,85,2026-04-23,completed
1325,180,2026-07-04,completed
1326,110,2026-06-10,returned
1327,384,2026-02-08,completed
1328,471,2026-04-16,completed
1329,316,2026-06-25,completed
1330,227,2026-08-09,completed
1331,112,2026-01-23,completed
1332,460,2026-01-26,completed
1333,72,2026-07-12,completed
1334,64,2026-05-31,completed
1335,374,2026-04-09,completed
1336,180,2026-04-20,completed
1337,162,2026-07-22,return_pending
1338,72,2026-03-05,placed
1339,142,2026-06-15,shipped
1340,44,2026-03-05,shipped
1341,284,2026-06-03,completed
1342,308,2026-07-04,completed
1343,312,2026-03-14,shipped
1344,399,2026-08-29,completed
1345,354,2026-01-07,shipped
1346,435,2026-08-05,returned
1347,338,2026-08-13,placed
1348,155,2026-02-22,completed
1349,266,2026-06-05,return_pending
1350,261,2026-02-18,completed
1351,383,2026-04-11,completed
1352,152,2026-06-15,completed
1353,28,2026-07-20,completed
1354,460,2026-07-23,completed
1355,489,2026-03-03,completed
1356,254,2026-04-09,completed
1357,58,2026-03-03,returned
1358,256,2026-06-13,completed
1359,305,2026-01-19,completed
1360,271,2026-08-16,completed
1361,7,2026-04-03,completed
1362,479,2026-03-23,completed
1363,68,2026-04-10,placed
1364,441,2026-08-03,completed
1365,292,2026-04-18,completed
1366,188,2026-05-20,completed
1367,350,2026-02-14,completed
1368,391,2026-05-01,placed
1369,489,2026-07-17,completed
1370,38,2026-01-05,placed
1371,301,2026-01-18,completed
1372,8,2026-03-09,return_pending
1373,111,2026-01-11,completed
1374,473,2026-01-16,completed
1375,486,2026-07-22,completed
1376,204,2026-05-10,completed
1377,147,2026-06-10,completed
1378,365,2026-05-09,completed
1379,393,2026-04-17,shipped
1380,217,2026-06-29,shipped
1381,206,2026-01-22,completed
1382,328,2026-05-18,completed
1383,276,2026-06-07,completed
1384,79,2026-03-13,completed
1385,43,2026-03-21,return_pending
1386,41,2026-05-11,completed
1387,472,2026-02-22,returned
1388,499,2026-07-26,completed
1389,80,2026-05-18,completed
1390,168,2026-04-11,completed
1391,301,2026-06-12,completed
1392,391,2026-08-02,completed
1393,333,2026-06-24,completed
1394,330,2026-01-17,shipped
1395,159,2026-06-28,shipped
1396,224,2026-07-06,completed
1397,489,2026-08-05,completed
1398,123,2026-01-15,completed
1399,126,2026-01-23,return_pending
1400,474,2026-04-22,returned
1401,60,2026-04-27,completed
1402,314,2026-06-05,completed
1403,29,2026-03-21,completed
1404,342,2026-07-09,completed
1405,337,2026-07-09,return_pending
1406,90,2026-01-31,returned
1407,7,2026-07-01,completed
1408,71,2026-06-29,completed
1409,6,2026-02-11,completed
1410,255,2026-03-30,return_pending
1411,268,2026-05-13,completed
1412,401,2026-07-30,completed
1413,370,2026-03-08,completed
1414,86,2026-04-06,placed
1415,65,2026-07-11,shipped
1416,400,2026-08-12,shipped
1417,138,2026-07-07,completed
1418,454,2026-01-31,return_pending
1419,395,2026-08-19,completed
1420,16,2026-03-27,completed
1421,414,2026-04-20,completed
1422,140,2026-05-15,return_pending
1423,33,2026-03-09,completed
1424,365,2026-05-28,placed
1425,322,2026-01-20,completed
1426,255,2026-04-27,completed
1427,262,2026-04-03,shipped
1428,29,2026-05-08,returned
1429,440,2026-05-26,returned
1430,86,2026-04-05,completed
1431,81,2026-03-07,completed
1432,396,2026-01-27,shipped
1433,458,2026-05-27,completed
1434,346,2026-07-05,completed
1435,60,2026-02-28,returned
1436,380,2026-05-11,returned
1437,2,2026-01-12,completed
1438,440,2026-08-09,completed
1439,7,2026-03-04,completed
1440,24,2026-05-01,completed
1441,187,2026-04-09,returned
1442,472,2026-02-08,completed
1443,92,2026-08-27,completed
1444,492,2026-08-08,returned
1445,19,2026-05-22,completed
1446,412,2026-08-22,completed
1447,366,2026-07-09,completed
1448,336,2026-04-18,completed
1449,115,2026-03-24,completed
1450,128,2026-04-17,completed
1451,469,2026-07-04,completed
1452,164,2026-03-11,completed
1453,423,2026-01-20,completed
1454,293,2026-04-06,shipped
1455,62,2026-05-09,completed
1456,345,2026-08-19,completed
1457,27,2026-02-15,returned
1458,115,2026-07-25,completed
1459,265,2026-01-12,completed
1460,489,2026-04-13,completed
1461,36,2026-08-13,returned
1462,239,2026-08-10,completed
1463,145,2026-07-18,placed
1464,433,2026-03-21,completed
1465,168,2026-01-23,completed
1466,284,2026-04-27,completed
1467,5,2026-04-05,return_pending
1468,103,2026-03-16,completed
1469,289,2026-07-20,completed
1470,156,2026-07-09,completed
1471,319,2026-03-04,return_pending
1472,238,2026-04-05,completed
1473,303,2026-05-07,completed
1474,396,2026-07-18,completed
1475,101,2026-07-07,completed
1476,462,2026-05-20,shipped
1477,390,2026-07-23,completed
1478,126,2026-02-08,completed
1479,4,2026-08-27,completed
1480,210,2026-01-07,completed
1481,120,2026-05-19,completed
1482,178,2026-06-12,completed
1483,430,2026-06-27,completed
1484,450,2026-01-03,returned
1485,487,2026-03-27,return_pending
1486,1,2026-07-14,completed
1487,337,2026-04-07,completed
1488,435,2026-07-08,completed
1489,373,2026-03-20,placed
1490,54,2026-02-22,completed
1491,272,2026-03-02,completed
1492,215,2026-05-06,completed
1493,493,2026-01-16,completed
1494,498,2026-02-06,completed
1495,365,2026-03-13,completed
1496,48,2026-01-12,completed
1497,472,2026-03-01,completed
1498,460,2026-08-05,completed
1499,267,2026-04-16,completed
1500,359,2026-08-18,completed
